29274
159,오삼불고기,200,363,20.5,25.6,19.9,7.6,885.09,184.46,5.2
160,주꾸미볶음,200,211.41,22.83,18.33,5.2,5.06,918.86,200.76,0.61
161,표고버섯볶음,150,142,15.8,4.5,6.7,2.6,574.8,0,0.8
162,해물볶음,400,419.06,32.2,38.2,15.3,7.4,1755.16,329.59,2.1
163,곰보빵,70,277.34,42.16,6.31,9.27,11.73,202.25,23.59,4.63
164,만주,70,222.49,46.8,5.13,1.64,22.45,118.19,15.67,0.91
165,버터크림빵,60,229.96,27.74,4.91,11.04,7.19,191.18,17.81,8.44
166,불고기피자,200,505,61.2,27.4,16.7,9.2,916.87,45.7,9.3
167,참치샌드위치,250,555,36.5,23.3,35.1,10.1,915.59,57.86,7.1
168,찹쌀도우넛,70,207.05,39.95,3.53,3.68,12.13,242.99,1.16,1.95
169,채소고로케,100,300.65,31.19,7.13,16.38,3.37,403.33,41.9,3.59
170,초콜릿케이크,100,420.24,43.6,5.32,24.96,23.13,170,50.84,14.4
171,치즈케이크,100,329.15,28.64,7.23,20.63,15.28,200.67,126.78,10.99
172,치즈피자,200,553,71.2,31.4,15.8,6.8,949.96,48.04,11.5
173,페이스트리빵,70,319.59,32.52,5.99,18.4,5.75,295.79,16.95,12.07
174,페퍼로니피자,200,532,70.3,29.4,14.8,7.5,945.22,41.73,10.9
175,포테이토피자,250,628,71.6,28,25.5,8.5,999.93,48.95,10.3
176,수정과,150,133,20.34,0.6,5.47,20.69,9.72,0,0.06
177,식혜,150,130.14,24.32,2.3,2.63,17.04,3.38,0,0.07
178,간장마늘쫑장아찌,50,30,5.4,1,0.5,3.9,813.64,0,0
179,고추장마늘쫑장아찌,50,55,10.5,1.3,0.9,5.6,707.34,0,0.1
180,매실장아찌,30,72.88,17.43,0.5,0.13,11.45,337.86,0,0.02
181,무장아찌,30,23.92,5.03,0.44,0.23,2.89,879.81,0.04,0.01
182,계적,250,488.08,0,57.72,30.43,0,210.11,169.21,8.09
183,낙지꼬지,80,75.35,2.83,13.14,1.28,0,207.07,133.75,0.14
184,돔베기적,100,159.49,0,30.08,7.42,0,451.25,64.23,0.6
185,소고기산적,200,453.08,7.33,48.41,25.57,0,1392.84,134.83,7.06
186,소라산적,80,120.1,6.45,17.92,2.51,0.85,396.68,100.34,0.38
187,오징어산적,80,101.71,3.6,17.38,1.98,0.92,477.11,234.25,0.28
188,홍어적,100,89.15,0,23.59,0.66,0.28,323.53,96.77,0.12
189,홍합산적,80,156.67,10.58,17.78,4.8,3.34,719.72,60.72,0.83
190,가자미전,150,230.28,6.92,25.76,11.07,0.31,819.37,176.27,2.24
191,고추전,150,274.69,17.01,12.91,17.22,2.17,362.21,78.81,3.52
192,굴전,100,195,14.5,10.6,10.5,1.3,325.7,96.88,2.1
193,깻잎전,150,361.1,14.54,17.74,25.78,1.06,480.15,131.8,5.43
194,녹두빈대떡,100,207.94,20.93,7.95,10.27,0.1,232.05,12.48,2.26
195,동그랑땡(육원전),150,309.2,12.68,19.62,20,0.98,553.09,103.27,4.66
196,동태전,150,268.05,10.54,22.64,15.04,0.22,702.16,178.76,3.17
197,두부전,150,254.64,7.5,20.46,15.87,0.03,317.15,3.28,2.01
198,미나리전,150,226.41,34.23,5.24,7.62,1.74,248.7,11.89,1.23
199,배추전,150,240.75,35.52,5.17,8.67,5.02,326.83,7.24,1.37
200,버섯전,150,240.69,16.19,10.52,14.87,2.74,313.76,100.1,2.29
201,야채전,100,194,21.6,5.4,9.5,2.4,321.52,43.15,2.1
202,파전,150,292.8,34.81,6.83,14.03,0.79,345.96,46.14,2.26
203,햄부침,100,244,11.3,11.3,17.1,1,715.66,72.11,4.4
204,호박부침개,100,129,10.1,3.9,8.1,3.6,174.33,52.48,1.7
205,호박전,150,208.1,16.1,6.48,13.09,2.85,276.95,92.53,2.34
206,화양적,150,272.65,21.35,13.58,14.77,1.21,797.03,123.25,3.83
207,가자미조림,300,297.98,21.5,37.1,7.1,10.5,1692.83,227.98,1.3
208,고추조림,100,111,13.4,3.3,4.9,7.1,779.1,7.09,0.7
209,동태조림,250,276,17.4,40.8,4.7,10.2,1391.69,218.45,1.1
210,돼지고기메추리알장조림,50,63.49,3.37,8.34,1.85,1.27,582.99,47.64,0.44
211,북어조림,100,181.86,17.14,20.83,3.33,8.2,765.95,99.63,0.67
212,소고기메추리알장조림,50,60.65,2.88,8.14,1.84,0.72,602.12,41.52,0.45
213,조기조림,300,384,12.8,41.1,18.8,4.5,1771.22,228.18,5
214,게살죽,800,564.83,107.35,17.9,7.1,0.17,1453.82,50.16,2.11
215,깨죽,800,515.35,79.31,13.66,15.94,3.59,1160.19,0,2.83
216,백합죽,700,455.28,84.7,16.5,5.6,0,996.8,32.1,1.3
217,소고기버섯죽,800,578.28,109.03,18.75,7.47,0.26,1261.8,26.08,2.72
218,어죽,800,552.06,100.8,20.4,7.5,9.8,2105.53,35.47,1.7
219,잣죽,700,874.48,155.28,19.18,19.63,2.36,878.81,0,1.99
220,참치죽,800,659.6,104.57,24.19,16.06,1.36,1342.4,39.96,1.81
221,고등어찌개,600,601.62,25.6,48.9,33.7,7.4,2584.06,156.06,7.1
222,김치찌개,400,243.03,11.93,15.07,15.01,3.03,1962.14,25.18,2.76
223,꽁치찌개,300,355,12.2,24,23.3,5.9,1296.4,63.32,4.9
224,두부전골,500,315.16,17.1,25.6,16.1,3.5,1650.77,8.85,2.4
225,버섯찌개,400,167.56,15.4,14.7,5.2,4.4,1293.87,16.55,1.3
226,부대찌개,600,399.5,39.7,18.4,18.6,6.2,2321.9,52.54,5.4
227,새우젓두부찌개,300,166,7.2,16.2,8.1,1.7,1123.08,10.71,1.6
228,소곱창전골,600,529,29.2,41.6,27.3,2.3,1779.63,453.19,8.3
229,햄김치찌개,300,189,12.7,11.1,10.4,3.6,1583.05,29.12,3.7
230,호박찌개,300,95,12.2,5.6,2.6,5.8,1024.11,9.26,0.4
231,대구찜,500,376.42,24.7,51.7,7.9,5.7,1898.67,263.32,1.1
232,도미찜,100,125.51,0.54,23,3.49,0,839.96,99.01,0.91
233,동태찜,500,394.32,25.8,50.9,9.7,5.7,1985.6,284.22,1.6
234,돼지등갈비찜,450,961.04,57.4,72.1,49.2,24.1,2395.17,199.57,16.1
235,돼지머리고기,200,650,3.5,42.4,52,0.1,333.64,171.1,15.2
236,매운갈비찜,300,517.44,23.7,61.3,19.7,10.7,1138.51,163.29,8
237,문어숙회,80,66.91,0.73,14.86,0.51,0,208.33,140.11,0.12
238,민어찜,100,136.88,0,21.47,5.91,0,1089.44,97.77,1.67
239,병어찜,100,179.69,0.16,18.86,11.52,0,650.98,71.92,3.59
240,북어찜,150,235,18,28.1,5.7,6.4,900.98,153.1,0.9
241,붕어찜,1100,835.6,71.6,54.3,36.9,16.2,3952.03,186.23,5.8
242,소갈비찜,250,494.6,13.14,49.86,26.96,4.32,753.64,141.48,10.34
243,순대,300,542.42,58.36,19.56,25.64,3.5,1019.19,19.22,7.3
244,아구찜,400,310.87,17.47,48.3,5.31,0.69,1406.2,389.13,0.86
245,아구찜,750,492.32,43.1,65.4,6.5,8.2,3425.72,420.21,1.1
246,안동찜닭,1500,1364.21,139.5,114.2,38.8,66.8,5462.32,450.42,10.3
247,전어찜,100,278.22,0.6,17.28,22.97,0,447.4,97.88,6.8
248,조기찜,100,182.12,1.64,20.06,10.59,0,602.03,138.43,2.85
249,참꼬막,80,90.79,4.59,12.47,2.5,0,234.16,65.03,0.38
250,한방오리백숙,300,469.53,3.36,68.79,20.1,0.35,276.43,372.07,6.39
251,해물찜,500,400.08,35.4,42.6,9.8,5.5,2137.21,419.16,1.5
252,홍어찜,250,202.67,1.22,47.12,1.03,1.22,644.96,235.12,0.35
253,갈낙탕,400,261.77,0.8,35.8,12.8,1.3,847.97,209.08,5.8
254,곰탕,300,183.25,18.1,19.4,3.7,0.5,716.36,50.41,1.5
255,광어매운탕,600,419.79,9.13,58.42,16.62,1.42,1799.02,375.05,3.05
256,낙지탕,600,187.8,10.4,29.4,3.2,1.9,1704.69,292.42,0.4
257,대구매운탕,600,361.75,16.84,57.36,7.21,1.09,1983.9,516.75,0.97
258,대구지리탕,600,262.02,9.9,41.6,6.2,1.5,1476.25,283.08,1.1
259,메기매운탕,600,400,48.6,28.6,10.2,5.7,1859.96,137.36,2.9
260,복지리탕,600,232.05,10.3,41.7,2.7,1.4,1349.98,209.78,0.4
261,소탕,150,86.37,1.9,7.66,5.35,0.03,353.59,0,0.58
262,아구탕,600,246.07,12.8,37.8,4.9,1.8,1863.34,318.93,0.8
263,어탕,150,85.87,1.82,12.7,3.09,0,485.08,52.57,0.44
264,연포탕,1000,541.64,20.19,94.9,9.03,0.23,2337.46,1057.46,1.75
265,우럭매운탕,600,406.82,11.24,52.15,17.03,1.08,1773.88,362.77,2.97
266,육탕,150,87.63,0.35,12.66,3.95,0,356.94,43.79,1.71
267,전복탕,600,196.85,15.8,26.8,3,1.3,1774.4,291.38,0.6
268,조기매운탕,600,384.38,17.3,35.1,19.4,4.3,2272.92,274.17,4.8
269,짱뚱어탕,600,188.77,16.6,11.5,8.5,2.4,2050.9,22.22,0.9
270,추어탕,1000,316.72,26.8,22.7,13.2,0,2635.78,90.31,1.9
271,해물탕,600,267.81,16.6,39.8,4.7,0.8,2046.24,469.49,0.8
272,고구마맛탕,200,491,94.6,3.3,11,38.7,76.93,0,1.9
273,고구마튀김,100,252.96,33.8,2.72,11.87,7.72,148.41,20.84,1.74
274,고추튀김,100,202,14.6,7.6,12.6,2.3,249.15,35.91,2.7
275,닭튀김,300,903,48.8,65.2,49.7,1.5,1244.48,177.93,13
276,등심돈가스,200,623.83,38.49,32.99,37.55,3.66,574.08,98.16,9.12
277,모래집튀김,150,468.37,29.1,28.1,26.6,1.8,322.44,251.91,4.1
278,미꾸라지튀김,100,387.49,28.86,10.89,25.39,0.3,324.47,50.15,3.89
279,생선까스,200,653.44,46.56,24.33,41.1,1.96,788.62,72.72,7.96
280,안심돈가스,200,651.76,34.25,33.28,42.4,2.77,551.55,105.47,8.55
281,양념치킨,200,552,42.3,35.5,26.8,12.5,805.49,137.79,5.4
282,쥐포튀김,100,356.91,42.5,9.62,16.49,7.96,717.03,28.7,2.29
283,치즈돈가스,250,755.37,41.76,42.02,46.69,3.57,870.77,98.81,13.59
284,치킨까스,200,593,44.02,27.91,33.92,4.15,779.27,72.97,8.42
285,대구포,100,140.84,2.34,31.97,0.4,0,3875.95,107.15,0.17
286,북어포,20,66.46,0.32,15.42,0.39,0.22,128.99,85.03,0.13
287,매작과,30,123.86,19.83,2.25,3.95,4.93,29.83,10.03,0.7
288,산자,30,109.71,24.65,0.69,0.93,9.4,6.86,0,0.03
289,송화다식,30,110.83,22.19,2.49,1.35,8,4.04,0,0.27
290,약과,30,119.73,25.47,1.26,1.43,5.07,17.19,0,0.37
291,유과,30,127.09,22.27,0.84,3.85,7.24,6.84,0,0.41
292,글램핑 바비큐(오리지널 L),157,410,,17,,10,744,,7
293,글램핑 바비큐(나폴리M),127,328,,15,,8,644,,6
294,글램핑 바비큐(나폴리L),126,312,,16,,10,734,,7
295,글램핑 바비큐(씬 M),105,266,,13,,8,596,,5
296,글램핑 바비큐(씬 L),103,273,,13,,9,591,,7
297,글램핑 바비큐(슈퍼시드 함유 도우M),172,485,,24,,14,1006,,13
298,글램핑 바비큐(슈퍼시드 함유 도우L),156,392,,19,,11,741,,6
299,글램핑 바비큐 더블치즈엣지(오리지널 M),129,330,,16,,10,611,,6
300,글램핑 바비큐 더블치즈엣지(오리지널 L),196,489,,25,,11,1071,,10
301,더블크러스트 이베리코(더블 크러스트 L),152,387,,19,,9,844,,7
302,더블크러스트 이베리코(더블 크러스트 M),130,345,,12,,10,465,,7
303,리얼불고기(오리지널 L),164,420,,14,,14,564,,10
304,리얼불고기(오리지널 M),115,280,,13,,5,520,,4
305,리얼불고기(나폴리L),130,334,,16,,5,541,,4
306,리얼불고기(나폴리M),181,430,,23,,8,946,,7
307,리얼불고기(씬 L),149,365,,20,,6,676,,6
308,리얼불고기(씬 M),139,396,,22,,6,838,,9
309,리얼불고기(슈퍼시드 함유 도우L),111,313,,15,,5,597,,8
310,리얼불고기(슈퍼시드 함유 도우M),116,292,,14,,6,561,,4
311,리얼불고기 더블치즈엣지(오리지널 L),133,344,,17,,7,544,,5
312,리얼불고기 더블치즈엣지(오리지널 M),144,350,,18,,4,669,,6
313,문어밤 슈림프(오리지널 L),170,428,,21,,5,856,,8
314,문어밤 슈림프(오리지널 M),117,280,,15,,7,600,,3
315,문어밤 슈림프(나폴리L),143,323,,18,,7,708,,4
316,문어밤 슈림프(나폴리M),186,430,,22,,11,1078,,6
317,문어밤 슈림프(씬 L),111,254,,15,,7,596,,4
318,문어밤 슈림프(씬 M),153,389,,20,,11,912,,9
319,문어밤 슈림프(슈퍼시드 함유 도우L),130,333,,19,,8,794,,7
320,문어밤 슈림프(슈퍼시드 함유 도우M),118,280,,16,,9,608,,4
321,문어밤 슈림프 더블치즈엣지(오리지널 L),143,322,,17,,10,682,,4
322,문어밤 슈림프 더블치즈엣지(오리지널 M),144,347,,18,,6,784,,7
323,베스트 콰트로(오리지널 L),186,460,,25,,8,1024,,9
324,베스트 콰트로(오리지널 M),134,312,,13,,6,598,,5
325,베스트 콰트로(나폴리L),157,387,,18,,8,704,,6
326,베스트 콰트로(나폴리M),107,259,,12,,5,499,,5
327,베스트 콰트로(씬 L),129,306,,15,,7,698,,6
328,베스트 콰트로(씬 M),181,457,,19,,9,868,,11
329,베스트 콰트로(슈퍼시드 함유 도우L),112,274,,12,,6,540,,7
330,베스트 콰트로(슈퍼시드 함유 도우M),132,322,,13,,12,517,,5
331,베스트 콰트로 더블치즈엣지(오리지널 L),159,393,,17,,13,636,,6
332,베스트 콰트로 더블치즈엣지(오리지널 M),160,384,,19,,7,732,,8
333,베이컨체더치즈(오리지널 L),194,455,,23,,7,907,,9
334,베이컨체더치즈(오리지널 M),114,311,,14,,4,399,,6
335,베이컨체더치즈(나폴리L),129,356,,18,,5,529,,8
336,베이컨체더치즈(나폴리M),176,465,,24,,5,696,,11
337,베이컨체더치즈(씬 L),143,382,,21,,5,606,,9
338,베이컨체더치즈(씬 M),147,437,,22,,4,671,,14
339,베이컨체더치즈(슈퍼시드 함유 도우L),125,377,,19,,4,525,,12
340,베이컨체더치즈(슈퍼시드 함유 도우M),113,307,,14,,6,455,,6
341,베이컨체더치즈 더블치즈엣지(오리지널 L),129,355,,17,,7,500,,7
